reading week is just about here
reading week is just about here
FixStart
0.6 0.6
432 388.8
Began 1629.886 384 326 0.0555556 -0.1594652
Stationary 1629.909 384 326 0.0555556 -0.1594652
Stationary 1629.922 384 326 0.0555556 -0.1594652
Moved 1629.934 366.2499 345.4286 0.01446744 -0.1094942
Moved 1629.952 350.5926 361.4074 -0.02177636 -0.06839666
Moved 1629.969 336.9524 377.0476 -0.05335087 -0.02816973
Moved 1629.983 325.0185 390.9769 -0.08097569 0.007656474
Moved 1629.998 317.6476 400.4531 -0.09803792 0.03202948
Moved 1630.012 303 424 -0.1319445 0.09259254
Moved 1630.028 300.1913 431.6174 -0.138446 0.1121845
Moved 1630.045 295.851 441.681 -0.148493 0.1380683
Moved 1630.059 295.1779 449.7544 -0.1500511 0.1588333
Moved 1630.074 293.7293 457.3533 -0.1534043 0.1783777
Moved 1630.09 293 461.8281 -0.1550926 0.1898871
Moved 1630.105 293 464.7261 -0.1550926 0.1973406
Moved 1630.12 291.7431 468.7706 -0.158002 0.2077431
Moved 1630.134 291.2995 470.7005 -0.1590289 0.212707
Moved 1630.15 291 472.1368 -0.1597222 0.2164013
Moved 1630.167 288.8448 473.5776 -0.1647112 0.2201071
Moved 1630.184 286.9824 474 -0.1690223 0.2211934
Moved 1630.198 281.1583 474 -0.182504 0.2211934
Moved 1630.214 275.5 474 -0.1956018 0.2211934
Moved 1630.228 261.1508 465.1234 -0.2288174 0.1983626
Moved 1630.245 243.8505 453.567 -0.2688646 0.1686394
Moved 1630.26 228.4181 442.103 -0.3045877 0.1391537
Moved 1630.274 212.8712 428.1556 -0.3405761 0.1032808
Moved 1630.292 199.934 415.934 -0.3705231 0.07184672
Moved 1630.307 189.8494 407.0137 -0.3938672 0.04890359
Moved 1630.321 180.5 399 -0.4155093 0.02829214
Moved 1630.337 175.9989 393.2486 -0.4259285 0.0134994
Moved 1630.353 171.4202 388.4202 -0.4365274 0.001080674
Moved 1630.367 169.3651 384.7302 -0.4412845 -0.008409955
Moved 1630.383 167.9235 381.847 -0.4446214 -0.01582558
Moved 1630.399 168 380.4805 -0.4444444 -0.01934044
Moved 1630.416 168 379.043 -0.4444444 -0.02303771
Moved 1630.429 168 377.5895 -0.4444444 -0.02677595
Moved 1630.443 191.6203 372.4423 -0.3897678 -0.04001484
Moved 1630.459 223.2353 368.0805 -0.3165849 -0.05123326
Moved 1630.475 254.6458 362.7928 -0.2438754 -0.06483345
Moved 1630.491 275.5245 359.4126 -0.1955451 -0.07352726
Moved 1630.506 292.7751 355.3062 -0.1556133 -0.08408903
Moved 1630.522 306.0302 350.3199 -0.1249301 -0.09691379
Moved 1630.537 315.6906 346.7698 -0.102568 -0.1060448
Moved 1630.553 319.5432 344.7284 -0.09364992 -0.1112954
Moved 1630.568 324.8787 343.3738 -0.08129939 -0.1147794
Moved 1630.583 329.198 341.934 -0.07130086 -0.1184825
Moved 1630.601 332.0125 342 -0.06478598 -0.1183128
Moved 1630.614 334.8821 342 -0.05814334 -0.1183128
Moved 1630.63 339.1619 342 -0.0482363 -0.1183128
Moved 1630.647 346.7072 353.4143 -0.0307705 -0.08895504
Moved 1630.66 356.5566 368.3596 -0.007970731 -0.05051546
Moved 1630.676 384.3952 401.8743 0.05647043 0.0356848
Moved 1630.692 399.7774 423.8514 0.09207736 0.09221029
Moved 1630.707 421.8384 449.3182 0.1431445 0.1577114
Moved 1630.722 437.2195 464.2195 0.178749 0.1960379
Moved 1630.737 450.1837 477.1837 0.2087585 0.2293819
Moved 1630.753 461.5625 484.4219 0.2350984 0.2479986
Moved 1630.769 470.2306 488.4944 0.2551634 0.2584733
Moved 1630.784 479.6816 492.2921 0.2770407 0.2682409
Moved 1630.801 485.1559 494 0.2897126 0.2726337
Moved 1630.814 488.9553 494 0.2985077 0.2726337
Moved 1630.83 491.8409 494 0.3051874 0.2726337
Stationary 1630.846 492 494 0.3055556 0.2726337
Moved 1630.86 492 471.9697 0.3055556 0.2159713
Moved 1630.875 478.5 433.5 0.2743055 0.1170266
Moved 1630.892 461.6323 379.2736 0.23526 -0.02244447
Moved 1630.908 448.1753 339.8398 0.2041095 -0.1238689
Moved 1630.922 442.9722 322.1595 0.1920652 -0.1693428
Moved 1630.938 434.8177 293.862 0.1731891 -0.2421246
Moved 1630.954 427.4492 270.797 0.1561325 -0.3014481
Moved 1630.969 421.7147 251.0726 0.142858 -0.3521795
Moved 1630.984 419 238.5 0.1365741 -0.3845166
Moved 1631.011 415.9398 224.699 0.1294903 -0.420013
Stationary 1631.021 415.9398 224.699 0.1294903 -0.420013
Moved 1631.031 414.4981 219.9962 0.1261529 -0.4321086
