reading week is just about here
reading week is just about here
Basic
0.6 0.6
432 388.8
Began 245.4318 353 434 -0.01620372 0.1183127
Stationary 245.45 353 434 -0.01620372 0.1183127
Stationary 245.464 353 434 -0.01620372 0.1183127
Stationary 245.4788 353 434 -0.01620372 0.1183127
Stationary 245.4948 353 434 -0.01620372 0.1183127
Stationary 245.51 353 434 -0.01620372 0.1183127
Stationary 245.5258 353 434 -0.01620372 0.1183127
Moved 245.5415 340.3641 450.2718 -0.04545346 0.160164
Moved 245.5565 337.2953 456.4095 -0.05255729 0.1759503
Moved 245.5736 331.9781 469.0439 -0.0648656 0.2084462
Moved 245.587 327.3969 480.6082 -0.0754701 0.2381898
Moved 245.6106 320.8381 500.5668 -0.0906526 0.2895235
Moved 245.6252 317.9766 507.5586 -0.09727648 0.3075066
Stationary 245.6361 317.9766 507.5586 -0.09727648 0.3075066
Moved 245.6487 316.0483 515.71 -0.10174 0.328472
Moved 245.6644 313.9702 522.0895 -0.1065505 0.3448804
Moved 245.68 311.0732 529.3169 -0.1132564 0.3634693
Moved 245.6954 309.1985 532.8015 -0.117596 0.3724318
Moved 245.7118 307.6604 537.0187 -0.1211564 0.3832785
Moved 245.7274 305.2195 538.7805 -0.1268067 0.3878099
Moved 245.7417 303.7802 540.2198 -0.1301385 0.3915119
Moved 245.7558 300.677 541 -0.1373217 0.3935184
Moved 245.775 298.3426 541.8287 -0.1427254 0.3956498
Moved 245.7886 294.3659 542 -0.1519308 0.3960905
Moved 245.8036 289.0498 542 -0.1642365 0.3960905
Moved 245.8191 283.6446 542 -0.1767487 0.3960905
Moved 245.835 278 542 -0.1898148 0.3960905
Moved 245.8498 273.1234 542 -0.2011033 0.3960905
Moved 245.8653 265.9607 542 -0.2176835 0.3960905
Moved 245.88 262 530 -0.2268519 0.3652262
Moved 245.896 258.26 532.065 -0.2355092 0.3705375
Moved 245.9117 253.8669 530.6223 -0.2456784 0.3668269
Moved 245.9275 251.3729 530 -0.2514516 0.3652262
Moved 245.9423 248.4688 528.7344 -0.2581741 0.361971
Moved 245.9578 245.6069 528.3035 -0.2647988 0.3608627
Moved 245.9734 243.8623 526.8623 -0.2688372 0.357156
Moved 245.9889 242.5 525.5 -0.2719907 0.3536522
Moved 246.0038 241.2852 523.5705 -0.2748027 0.3486894
Moved 246.0196 239.8424 520.6848 -0.2781427 0.3412673
Moved 246.0345 237.4119 516.2358 -0.2837687 0.3298244
Moved 246.0503 235.9709 510.8834 -0.2871045 0.316058
Moved 246.0651 233.0894 503.7234 -0.2937746 0.2976424
Moved 246.08 226.5231 484.6739 -0.3089744 0.2486467
Moved 246.096 219.2344 461.3501 -0.3258463 0.1886576
Moved 246.1122 210.958 432.9758 -0.3450046 0.1156783
Moved 246.1284 202.4526 399.2632 -0.364693 0.02896905
Moved 246.1429 198.0578 381.2314 -0.3748661 -0.01740899
Moved 246.1579 194.7053 365.8214 -0.3826266 -0.05704393
Moved 246.1738 192.7944 355.7664 -0.38705 -0.08290546
Moved 246.188 191 349.437 -0.3912037 -0.09918464
Moved 246.2038 189.9133 345.8265 -0.3937193 -0.1084709
Moved 246.2206 190 343.7794 -0.3935185 -0.1137361
Moved 246.2373 190 342.5 -0.3935185 -0.1170267
Moved 246.2511 190 343 -0.3935185 -0.1157408
Stationary 246.2663 190 343 -0.3935185 -0.1157408
Moved 246.2816 211.0134 358.3094 -0.3448764 -0.07636474
Moved 246.297 232.036 369.6859 -0.2962129 -0.04710429
Moved 246.3118 255.8563 380.4282 -0.2410734 -0.01947497
Moved 246.3282 269.9982 386.5826 -0.2083376 -0.003645705
Moved 246.3428 284.3195 390.9958 -0.1751862 0.007705374
Moved 246.3586 291.8267 392.7653 -0.1578086 0.01225644
Moved 246.3745 299.0485 394.2097 -0.1410914 0.01597141
Moved 246.3896 305.222 397.2888 -0.126801 0.02389072
Moved 246.4046 311.3823 403.4778 -0.112541 0.03980927
Moved 246.4203 318.5 409 -0.0960648 0.05401234
Moved 246.4349 328.4209 422.5613 -0.07309968 0.08889206
Moved 246.4494 344.7911 444.0345 -0.03520583 0.1441216
Moved 246.4663 357.3394 462.2679 -0.006158898 0.1910183
Moved 246.4818 390.864 499.7444 0.07144431 0.2874083
Moved 246.4969 420.6417 526.9139 0.1403743 0.3572887
Moved 246.5121 449.0196 552.5784 0.2060639 0.4232983
Moved 246.5278 465.7943 563.7782 0.2448941 0.4521043
Moved 246.5425 478 571 0.2731481 0.4706789
Moved 246.5584 487.7413 575.4606 0.2956975 0.4821516
Moved 246.5747 494.0858 577.2714 0.3103837 0.4868091
Moved 246.5895 497.3913 578 0.3180354 0.488683
Moved 246.6045 499.1344 578 0.3220704 0.488683
Moved 246.6203 500 578 0.324074 0.488683
Moved 246.6353 501.0147 578 0.326423 0.488683
Stationary 246.6508 501 578 0.3263889 0.488683
Moved 246.6665 501 550.462 0.3263889 0.4178549
