effort is what it will take
effort is what it will take
FixStart
0.6 0.6
432 388.8
Began 543.6475 389 244 0.06712963 -0.3703704
Stationary 543.6703 389 244 0.06712963 -0.3703704
Stationary 543.6849 389 244 0.06712963 -0.3703704
Stationary 543.7012 389 244 0.06712963 -0.3703704
Stationary 543.717 389 244 0.06712963 -0.3703704
Stationary 543.7312 389 244 0.06712963 -0.3703704
Stationary 543.7465 389 244 0.06712963 -0.3703704
Stationary 543.7637 389 244 0.06712963 -0.3703704
Stationary 543.7792 389 244 0.06712963 -0.3703704
Moved 543.7927 381.682 255.4996 0.05018989 -0.3407931
Moved 543.8096 377.5 259.5 0.04050931 -0.3305041
Moved 543.8248 371.7801 266.0248 0.02726873 -0.3137221
Moved 543.8402 364.4793 273.5207 0.01036873 -0.2944427
Moved 543.8594 352.6836 282.5795 -0.01693621 -0.2711434
Moved 543.8726 344 290.5 -0.03703703 -0.2507717
Moved 543.8876 333.5912 298.5566 -0.06113157 -0.2300499
Moved 543.9024 326.3471 304.7025 -0.07790029 -0.2142426
Moved 543.9181 316.2749 313.5095 -0.1012154 -0.191591
Moved 543.9328 306 321 -0.125 -0.1723252
Moved 543.9495 295.7225 326.9234 -0.1487904 -0.1570901
Moved 543.9662 287.6175 332.255 -0.167552 -0.1433771
Moved 543.98 281.2892 336.0265 -0.182201 -0.1336767
Moved 543.9944 275.4803 340.2598 -0.1956474 -0.1227886
Moved 544.0103 271.2651 342.8233 -0.2054049 -0.1161953
Moved 544.0257 269.1776 344.8224 -0.2102371 -0.1110534
Moved 544.0414 266.6572 347.3428 -0.2160713 -0.1045711
Moved 544.0564 264.103 348.4485 -0.2219838 -0.1017272
Moved 544.0717 263.273 351.454 -0.2239051 -0.09399704
Moved 544.0873 261.992 353.008 -0.2268704 -0.09000001
Moved 544.1027 260.7135 355.5731 -0.22983 -0.08340278
Moved 544.1184 261 356.5 -0.2291666 -0.0810186
Moved 544.1331 260 357.846 -0.2314815 -0.07755664
Moved 544.1494 260 358.8509 -0.2314815 -0.07497206
Moved 544.1644 260 360.0815 -0.2314815 -0.07180697
Moved 544.1796 258.6401 360 -0.2346294 -0.07201654
Moved 544.1942 259 361 -0.2337963 -0.06944452
Moved 544.2108 259 361.9244 -0.2337963 -0.06706677
Moved 544.2258 259 363.206 -0.2337963 -0.06377067
Stationary 544.2416 259 363 -0.2337963 -0.06430049
Moved 544.2561 264.3685 364 -0.2213692 -0.06172839
Moved 544.2723 267.6235 364 -0.2138345 -0.06172839
Moved 544.288 271.2552 365.0851 -0.2054277 -0.05893762
Moved 544.3035 273.7361 365 -0.1996849 -0.05915646
Moved 544.3179 277.3019 365 -0.1914307 -0.05915646
Moved 544.3345 280.7957 365 -0.1833434 -0.05915646
Moved 544.3498 283.4228 365 -0.1772621 -0.05915646
Moved 544.3656 285.9976 365 -0.1713019 -0.05915646
Moved 544.3796 287.5514 365 -0.1677051 -0.05915646
Moved 544.3951 289.6156 365 -0.1629269 -0.05915646
Moved 544.4116 291.0318 365 -0.1596487 -0.05915646
Moved 544.4263 292.3148 365 -0.1566788 -0.05915646
Moved 544.4419 293.5946 365 -0.1537161 -0.05915646
Moved 544.4571 294.8763 365 -0.1507493 -0.05915646
Moved 544.4722 296.1558 365 -0.1477876 -0.05915646
Moved 544.4882 297.4391 365 -0.1448168 -0.05915646
Moved 544.5035 298.7203 365 -0.1418512 -0.05915646
Moved 544.5187 299.5 365 -0.1400463 -0.05915646
Stationary 544.5343 299.5 365 -0.1400463 -0.05915646
Moved 544.5499 300.0916 365 -0.1386768 -0.05915646
Moved 544.567 301.5 365 -0.1354167 -0.05915646
Stationary 544.582 301.5 365 -0.1354167 -0.05915646
Moved 544.5954 302.0486 365 -0.1341467 -0.05915646
Stationary 544.6115 302.0486 365 -0.1341467 -0.05915646
Stationary 544.6262 302.0486 365 -0.1341467 -0.05915646
Moved 544.6412 303.2216 365 -0.1314315 -0.05915646
Stationary 544.6575 303.2216 365 -0.1314315 -0.05915646
Stationary 544.674 303.2216 365 -0.1314315 -0.05915646
Moved 544.6889 304.1254 365 -0.1293394 -0.05915646
Stationary 544.7039 304.1254 365 -0.1293394 -0.05915646
Moved 544.7189 304 357.7724 -0.1296296 -0.07774596
Moved 544.7338 305.3808 358 -0.1264334 -0.07716057
Stationary 544.7495 305.3808 358 -0.1264334 -0.07716057
