reading week is just about here
reading week is just about here
Basic
0.6 0.6
432 388.8
Began 240.7838 420 528 0.1388889 0.3600822
Stationary 240.8045 420 528 0.1388889 0.3600822
Stationary 240.8182 420 528 0.1388889 0.3600822
Stationary 240.8335 420 528 0.1388889 0.3600822
Stationary 240.8515 420 528 0.1388889 0.3600822
Stationary 240.8639 420 528 0.1388889 0.3600822
Moved 240.8797 408.1944 528 0.1115612 0.3600822
Moved 240.8974 404.1182 528 0.1021255 0.3600822
Moved 240.9107 399.2264 528 0.09080192 0.3600822
Moved 240.9263 394.8295 528 0.08062382 0.3600822
Moved 240.9427 387.8639 528 0.06449968 0.3600822
Moved 240.9571 380.6365 528 0.04776975 0.3600822
Moved 240.9732 374.4405 528 0.03342708 0.3600822
Moved 240.9886 368.3938 528 0.01943012 0.3600822
Moved 241.0035 361.5 528 0.003472269 0.3600822
Moved 241.0194 355.6689 528 -0.01002575 0.3600822
Moved 241.0351 348.4706 528 -0.02668853 0.3600822
Moved 241.0505 341.2534 521 -0.04339481 0.3420781
Moved 241.0654 335.0435 520.0109 -0.05776957 0.3395341
Moved 241.0812 329.2723 520 -0.071129 0.3395061
Moved 241.0966 322.6527 517.261 -0.08645212 0.3324614
Moved 241.1118 316.7673 515.6918 -0.1000757 0.3284254
Moved 241.1272 312.7255 514.6814 -0.1094317 0.3258266
Moved 241.1434 304.683 511.2732 -0.1280486 0.3170606
Moved 241.1581 298.79 508.395 -0.1416898 0.3096578
Moved 241.1736 291.3044 505.5217 -0.1590177 0.3022678
Moved 241.1883 282.897 501.4485 -0.1784793 0.2917913
Moved 241.2034 276.869 498.7476 -0.1924329 0.2848446
Moved 241.2199 270.7361 494.8021 -0.2066295 0.2746966
Moved 241.2346 265.4401 490.5521 -0.2188887 0.2637655
Moved 241.2509 258.0147 484.0147 -0.2360771 0.2469513
Moved 241.2652 250.7967 477.8374 -0.2527853 0.2310632
Moved 241.2812 243.6257 469.1509 -0.2693849 0.2087214
Moved 241.2984 236.3976 462.3976 -0.2861167 0.1913517
Moved 241.311 229.2414 456.5931 -0.302682 0.1764226
Moved 241.3267 223.0002 449.0002 -0.317129 0.1568936
Moved 241.3421 219.1433 444.191 -0.3260572 0.1445242
Moved 241.3576 212.078 435.6936 -0.342412 0.1226686
Moved 241.3732 206.7045 427.8806 -0.3548508 0.1025736
Moved 241.389 200.9354 421.9354 -0.368205 0.08728243
Moved 241.4041 196.8874 414.8874 -0.3775754 0.06915477
Moved 241.4207 193.7142 409.4284 -0.3849208 0.05511417
Moved 241.4351 189.2486 404.2485 -0.3952579 0.04179146
Moved 241.4509 186.4706 399.9413 -0.4016883 0.03071314
Moved 241.4655 182.6309 394.5079 -0.4105766 0.01673832
Moved 241.4811 179.8733 390.8733 -0.41696 0.007390073
Moved 241.4978 176.9933 387.9933 -0.4236265 -1.715044E-05
Moved 241.5117 174.5481 384.0961 -0.4292869 -0.01004082
Moved 241.5277 173.1078 381.2156 -0.4326208 -0.01744965
Moved 241.5455 171.669 379.6689 -0.4359514 -0.02142769
Moved 241.5591 170.5 378.5 -0.4386574 -0.02443423
Moved 241.5733 169.1538 377 -0.4417736 -0.02829226
Moved 241.5891 169 375.7147 -0.4421296 -0.03159825
Moved 241.6048 168 374.2709 -0.4444444 -0.03531146
Moved 241.6202 168 373.5 -0.4444444 -0.03729432
Moved 241.6354 168 372.6963 -0.4444444 -0.03936139
Moved 241.6511 168 371.9784 -0.4444444 -0.04120791
Stationary 241.6651 168 371.9784 -0.4444444 -0.04120791
Stationary 241.6803 168 371.9784 -0.4444444 -0.04120791
Stationary 241.6985 168 372 -0.4444444 -0.04115226
Stationary 241.7125 168 372 -0.4444444 -0.04115226
Moved 241.7266 177.7707 372 -0.4218271 -0.04115226
Moved 241.7456 183.4491 372 -0.4086827 -0.04115226
Moved 241.7583 189.2342 372 -0.3952912 -0.04115226
Moved 241.7742 195.0074 380.763 -0.3819272 -0.01861376
Moved 241.7896 200.2441 380.2488 -0.3698052 -0.01993619
Moved 241.8047 209.6659 383.5553 -0.3479956 -0.01143185
Moved 241.8204 219.5437 386.441 -0.3251303 -0.00400971
Moved 241.8354 229.2764 388.9786 -0.302601 0.002517072
Moved 241.8505 241.9612 392.2136 -0.2732379 0.01083747
Moved 241.8666 252.8388 393.5377 -0.2480582 0.01424291
Moved 241.8818 264.8215 396.933 -0.2203206 0.02297594
Moved 241.8972 272.632 398.0903 -0.2022407 0.02595234
Moved 241.9124 288.8945 401.5563 -0.164596 0.03486704
Moved 241.9278 302.0048 403.0005 -0.1342482 0.03858142
Moved 241.9437 312.1035 403 -0.1108715 0.03858017
Moved 241.9599 322.406 403.8812 -0.08702313 0.04084669
Moved 241.9731 332.2899 405.3271 -0.06414369 0.04456567
Moved 241.9902 338.0562 406.5281 -0.05079593 0.04765452
Moved 242.0132 352.9453 411.9727 -0.01633038 0.06165798
