that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 439.8216 392 443 0.07407407 0.1414608
Stationary 439.8412 392 443 0.07407407 0.1414608
Stationary 439.8551 392 443 0.07407407 0.1414608
Stationary 439.8698 392 443 0.07407407 0.1414608
Stationary 439.8855 392 443 0.07407407 0.1414608
Stationary 439.9009 392 443 0.07407407 0.1414608
Stationary 439.9173 392 443 0.07407407 0.1414608
Moved 439.9337 381.6518 458.5223 0.05011996 0.1813843
Moved 439.9496 375.4894 474.5986 0.03585518 0.2227329
Moved 439.9643 368.6676 492.9141 0.02006392 0.2698407
Moved 439.9806 363 505.5 0.006944438 0.3022119
Moved 439.9951 361.0842 513.7896 0.002509653 0.3235327
Moved 440.0089 358.207 520.9825 -0.00415047 0.3420331
Moved 440.0259 358 526.3411 -0.004629641 0.3558156
Moved 440.0406 356.7297 530.811 -0.007570188 0.3673121
Moved 440.057 357 533.8722 -0.006944438 0.3751856
Moved 440.0719 356 536.6476 -0.009259283 0.3823241
Moved 440.0861 356 538.259 -0.009259283 0.3864684
Stationary 440.102 356 538.259 -0.009259283 0.3864684
Moved 440.117 356 539.374 -0.009259283 0.3893363
Stationary 440.1335 356 539.374 -0.009259283 0.3893363
Moved 440.147 354.9977 539 -0.01157929 0.3883744
Stationary 440.163 354.9977 539 -0.01157929 0.3883744
Stationary 440.1802 354.9977 539 -0.01157929 0.3883744
Stationary 440.1942 354.9977 539 -0.01157929 0.3883744
Moved 440.2097 354 539 -0.01388888 0.3883744
Moved 440.2266 351.2944 531.325 -0.02015178 0.3686341
Moved 440.242 348.4178 517.0893 -0.02681052 0.3320197
Moved 440.2564 349 499.9781 -0.02546296 0.2880096
Moved 440.2716 349 485.2005 -0.02546296 0.2500012
Moved 440.2867 358.1053 463.1879 -0.004385859 0.1933843
Moved 440.3028 363.7099 445.3541 0.008587837 0.1475157
Moved 440.3179 373.2367 425.5266 0.03064046 0.09651898
Moved 440.3328 380.1201 413.3837 0.04657438 0.06528725
Moved 440.3481 386.2519 404.6851 0.06076832 0.04291417
Moved 440.3657 393.4883 396.014 0.07751932 0.020612
Moved 440.3816 397.1074 392.1901 0.08589685 0.01077699
Moved 440.4005 400.0515 388.9485 0.09271175 0.002439444
Moved 440.4117 401.4709 386.0582 0.09599745 -0.004994506
Moved 440.4266 402.9062 384.0938 0.09931991 -0.01004698
Moved 440.4417 404.3415 382.6586 0.1026423 -0.01373825
Stationary 440.4567 404 383 0.1018518 -0.01286016
Moved 440.472 404 381.8839 0.1018518 -0.01573092
Stationary 440.4868 404 382 0.1018518 -0.01543218
Stationary 440.5023 404 382 0.1018518 -0.01543218
Moved 440.518 394.5603 381 0.08000076 -0.01800419
Moved 440.5338 386.7487 380.3927 0.0619183 -0.01956618
Moved 440.5492 371.4823 380 0.0265793 -0.02057613
Moved 440.5645 340.4252 380 -0.04531195 -0.02057613
Moved 440.5808 293.6753 380 -0.1535294 -0.02057613
Moved 440.5955 246.4239 389.4555 -0.2629075 0.003743505
Moved 440.6107 227.1454 388.3415 -0.3075338 0.0008782045
Moved 440.6287 206.0696 388 -0.3563203 -3.924585E-08
Moved 440.6417 190.3996 388 -0.3925934 -3.924585E-08
Moved 440.6664 164.5166 388 -0.4525078 -3.924585E-08
Stationary 440.6763 164.5166 388 -0.4525078 -3.924585E-08
Moved 440.6871 155.764 388 -0.4727686 -3.924585E-08
Moved 440.7026 149.656 388 -0.4869075 -3.924585E-08
Moved 440.7193 147.7466 388 -0.4913273 -3.924585E-08
Moved 440.7334 146.3828 388 -0.4944842 -3.924585E-08
Moved 440.7501 146 389.0573 -0.4953704 0.002719345
Moved 440.765 146 390.4835 -0.4953704 0.006387577
Moved 440.7806 158.009 400.4664 -0.4675719 0.03206367
Moved 440.7953 172.5845 409.1507 -0.4338322 0.0543999
Moved 440.8105 197.2746 423.2354 -0.3766791 0.09062586
Moved 440.8273 219.1339 435.4985 -0.326079 0.122167
Moved 440.8422 254.4838 453.9316 -0.2442505 0.1695771
Moved 440.8577 280.4568 467.1351 -0.1841279 0.2035368
Moved 440.8737 302.8218 479.0383 -0.132357 0.2341519
Moved 440.8879 316.4969 487.4356 -0.1007015 0.2557499
Moved 440.9042 324.6451 492.387 -0.08184016 0.268485
Moved 440.9187 329.1349 497.1349 -0.071447 0.2806967
Moved 440.9338 330.753 498.753 -0.06770134 0.2848584
Moved 440.95 331 501.2176 -0.06712963 0.2911974
Moved 440.9661 332 502.5491 -0.06481484 0.294622
Stationary 440.9804 332 503 -0.06481484 0.2957818
Ended 440.9956 332 503 -0.06481484 0.2957818
Candidates 441.1638 12 that what usat use kat lat share user today friday last just
Began 441.5657 372 433 0.02777775 0.1157406
Stationary 441.5825 372 433 0.02777775 0.1157406
Moved 441.5971 372 443.2612 0.02777775 0.1421327
Moved 441.6143 372 479.954 0.02777775 0.2365071
Moved 441.6291 372 530.8491 0.02777775 0.3674102
