watch out for low flying objects
watch out for low flying objects
FixStart
Radial

0.6 0.6
432 388.8
Began 4168.527 392 434 0.07407407 0.1183127
Stationary 4168.558 392 434 0.07407407 0.1183127
Moved 4168.588 365.4269 457.3484 0.01256218 0.1783652
Moved 4168.619 342.5185 479.4815 -0.04046644 0.2352919
Moved 4168.65 319.3957 506.2621 -0.09399146 0.304172
Moved 4168.681 298.7593 532.2888 -0.1417608 0.3711131
Moved 4168.711 279.6504 554.3496 -0.1859944 0.4278538
Moved 4168.742 270.2197 563.7803 -0.2078248 0.4521098
Moved 4168.773 262.4102 569.5898 -0.2259022 0.4670517
Moved 4168.804 257.3384 572.6616 -0.2376426 0.4749526
Moved 4168.834 254.5 574.5 -0.244213 0.479681
Moved 4168.865 251.972 575 -0.2500648 0.480967
Moved 4168.896 248.0902 575 -0.2590505 0.480967
Moved 4168.926 240.8972 575 -0.2757008 0.480967
Moved 4168.957 232.0604 560.8256 -0.2961564 0.4445102
Moved 4168.988 213.6354 527.8557 -0.3388068 0.3597111
Moved 4169.019 199.756 499.39 -0.3709352 0.2864967
Moved 4169.049 189.2178 474.5807 -0.3953292 0.2226869
Moved 4169.08 181.6752 456.4673 -0.4127888 0.1760989
Moved 4169.111 180 447.069 -0.4166667 0.1519263
Moved 4169.142 178 439.4818 -0.4212963 0.132412
Moved 4169.172 177 436.1995 -0.4236111 0.1239699
Moved 4169.203 176 433.3913 -0.4259259 0.1167471
Moved 4169.234 176 431.9597 -0.4259259 0.1130649
Moved 4169.265 176 428.6524 -0.4259259 0.1045586
Stationary 4169.295 176 429 -0.4259259 0.1054526
Moved 4169.326 176 427.9114 -0.4259259 0.1026528
Stationary 4169.356 176 428 -0.4259259 0.1028806
Moved 4169.387 189.3882 441.3882 -0.3949348 0.1373152
Moved 4169.418 203.8458 457.8458 -0.361468 0.1796446
Moved 4169.449 232.4991 491.349 -0.295141 0.2658152
Moved 4169.479 274.4367 532.0071 -0.1980631 0.3703886
Moved 4169.51 310.9862 563.4263 -0.1134579 0.4511992
Moved 4169.541 338.2226 583.8558 -0.05041058 0.5037443
Moved 4169.572 360.9584 597.974 0.002218584 0.5400565
Moved 4169.603 376.3328 609.4662 0.03780743 0.5696147
Moved 4169.633 386.1584 615.7723 0.06055186 0.5858339
Moved 4169.664 391.2577 619.2576 0.07235567 0.5947983
Moved 4169.695 394.1226 621.1226 0.07898758 0.5995951
Moved 4169.726 394 621.7636 0.07870366 0.6012437
Stationary 4169.756 394 622 0.07870366 0.6018518
Stationary 4169.787 394 622 0.07870366 0.6018518
Moved 4169.818 382.081 608.9367 0.05111346 0.5682527
Moved 4169.848 365.2943 594.4561 0.01225531 0.5310082
Moved 4169.879 343.7082 567.2776 -0.0377125 0.4611048
Moved 4169.91 322.7896 538.4739 -0.08613517 0.3870213
Moved 4169.94 302.3112 502.0706 -0.1335388 0.2933912
Moved 4169.971 286.2513 456.7541 -0.1707145 0.1768366
Moved 4170.002 276.3541 414.1248 -0.1936247 0.06719322
Moved 4170.033 272.3098 378.7878 -0.2029867 -0.0236939
Moved 4170.063 272 355.4314 -0.2037037 -0.08376706
Moved 4170.094 272 327.0826 -0.2037037 -0.1566807
Moved 4170.125 279.7766 309.1675 -0.1857022 -0.2027584
Moved 4170.156 283.841 297.4769 -0.1762939 -0.2328269
Moved 4170.187 285 292.6419 -0.1736111 -0.2452626
Moved 4170.217 287 287.543 -0.1689815 -0.258377
Moved 4170.248 288.5 287 -0.1655093 -0.2597736
Moved 4170.278 290.4738 286 -0.1609402 -0.2623458
Moved 4170.31 305.2555 316.511 -0.1267233 -0.1838708
Moved 4170.34 329.219 381.4619 -0.07125224 -0.0168163
Moved 4170.371 348.062 416.8663 -0.02763425 0.07424445
Moved 4170.401 370.8056 447.8056 0.02501309 0.1538209
Moved 4170.432 399.3144 476.3144 0.09100557 0.227146
Moved 4170.463 414.5866 491.5866 0.126358 0.2664264
Moved 4170.494 421.809 498.809 0.1430765 0.2850025
Moved 4170.524 424.9011 501.9011 0.150234 0.2929555
Moved 4170.555 427.7719 504 0.1568794 0.2983539
Ended 4170.586 429.1988 505.1987 0.1601823 0.301437
Candidates 4170.709 13 watch search research effect arch sarah each request staff frequency saturday yesterday warrant
Began 4171.231 315 476 -0.1041667 0.2263374
Stationary 4171.262 315 476 -0.1041667 0.2263374
Moved 4171.293 344.5999 476 -0.0356484 0.2263374
Moved 4171.324 386.4773 476 0.06128996 0.2263374
Moved 4171.354 427.5035 476 0.156258 0.2263374
Moved 4171.385 452.1096 476 0.2132167 0.2263374
Moved 4171.416 467.0812 476 0.2478733 0.2263374
Moved 4171.446 472.3176 476 0.2599945 0.2263374
Ended 4171.477 473 476 0.2615741 0.2263374
Accept 4171.6 0 watch
Began 4172.338 327 412 -0.07638887 0.06172835
Stationary 4172.368 327 412 -0.07638887 0.06172835
Stationary 4172.399 327 412 -0.07638887 0.06172835
Moved 4172.43 362.0372 447.0372 0.004715721 0.1518445
Moved 4172.46 400.2215 474.655 0.09310523 0.2228781
Moved 4172.491 434.4341 499.8006 0.172301 0.2875529
Moved 4172.522 454.0244 514.0162 0.217649 0.3241158
Moved 4172.553 466.4791 523.1093 0.2464793 0.3475033
Moved 4172.583 470.8969 526.8969 0.2567058 0.357245
Moved 4172.614 473.7679 529.7679 0.2633516 0.3646292
Moved 4172.645 474 531.6174 0.2638889 0.3693863
Moved 4172.676 474 533.108 0.2638889 0.3732201
Moved 4172.707 474 534.3713 0.2638889 0.3764692
Moved 4172.737 460.3771 536 0.2323544 0.3806583
Moved 4172.768 443.7612 538 0.1938916 0.3858024
Moved 4172.799 426.9924 540.2868 0.1550749 0.391684
Moved 4172.83 404.8471 541 0.1038127 0.3935184
Moved 4172.86 382.8101 542 0.05280107 0.3960905
Moved 4172.891 350.2509 542 -0.02256741 0.3960905
Moved 4172.921 339.3026 542 -0.04791071 0.3960905
Moved 4172.952 320.0187 533.0187 -0.09254927 0.3729904
Moved 4172.983 307.2422 533 -0.1221246 0.3729423
Moved 4173.014 298.8352 531.2784 -0.1415852 0.3685142
Moved 4173.044 290.2253 531 -0.1615156 0.3677982
Moved 4173.075 283.0824 530.5412 -0.1780501 0.3666182
Moved 4173.106 278.6692 530 -0.1882657 0.3652262
Ended 4173.137 278 530 -0.1898148 0.3652262
Candidates 4173.229 13 out it our or for got hot your hour poor put port per
Began 4173.751 309 525 -0.1180555 0.3523662
Stationary 4173.782 309 525 -0.1180555 0.3523662
Moved 4173.813 362.7977 525 0.006476243 0.3523662
Moved 4173.843 401.9509 525 0.09710857 0.3523662
Moved 4173.874 430.2907 525 0.16271 0.3523662
Moved 4173.905 450.7103 525 0.2099776 0.3523662
Moved 4173.936 462.9608 525 0.2383351 0.3523662
Moved 4173.966 468.7979 525 0.251847 0.3523662
Ended 4173.997 472.8763 525 0.2612876 0.3523662
Accept 4174.059 0 out
Began 4175.104 411 459 0.1180555 0.1826131
