effort is what it will take
effort is what it will take
Basic
Radial

0.6 0.6
432 388.8
Began 2275.348 240 488 -0.2777777 0.2572016
Stationary 2275.379 240 488 -0.2777777 0.2572016
Stationary 2275.409 240 488 -0.2777777 0.2572016
Stationary 2275.44 240 488 -0.2777777 0.2572016
Moved 2275.471 258.1529 458.1295 -0.2357572 0.1803741
Moved 2275.501 288.7015 408.8792 -0.1650427 0.05370151
Moved 2275.532 310.6393 376.481 -0.1142609 -0.02962724
Moved 2275.563 332.1631 351.837 -0.06443739 -0.09301197
Moved 2275.594 343.1005 343.3598 -0.03911922 -0.1148154
Moved 2275.624 356.5495 339.6901 -0.00798732 -0.1242538
Moved 2275.655 378.6882 351.2712 0.04325976 -0.09446697
Moved 2275.686 401.934 374.3274 0.09706954 -0.03516625
Moved 2275.717 428.4637 419.4202 0.1584808 0.0808131
Moved 2275.747 441.9073 451.4949 0.1896001 0.16331
Moved 2275.778 445.5376 462.0751 0.1980036 0.1905223
Moved 2275.809 450.6265 478.5059 0.2097835 0.2327827
Moved 2275.839 454.6686 494.6801 0.2191403 0.2743829
Moved 2275.87 455 509.5983 0.2199073 0.3127528
Moved 2275.901 455 518.3331 0.2199073 0.3352189
Moved 2275.932 443.1515 526.6364 0.1924803 0.3565749
Moved 2275.962 424.5 537.5 0.1493056 0.3845164
Moved 2275.993 375.7348 552.853 0.03642311 0.4240046
Moved 2276.024 312.5 555 -0.1099537 0.4295266
Moved 2276.054 286.282 555 -0.1706436 0.4295266
Moved 2276.085 261.5 543 -0.2280093 0.3986624
Moved 2276.116 249.6085 539.2434 -0.2555358 0.3890004
Moved 2276.147 239.3173 535.1587 -0.279358 0.3784945
Moved 2276.177 232.0542 534 -0.2961708 0.3755144
Moved 2276.208 230.7572 532.7571 -0.2991733 0.3723176
Moved 2276.239 229.7928 533 -0.3014055 0.3729423
Moved 2276.27 243.876 533 -0.2688056 0.3729423
Moved 2276.3 273.3743 533 -0.2005224 0.3729423
Moved 2276.331 300.6368 533 -0.1374148 0.3729423
Moved 2276.362 314.5439 533 -0.1052225 0.3729423
Moved 2276.392 322.7232 533 -0.08628879 0.3729423
Ended 2276.423 328 533 -0.07407407 0.3729423
Candidates 2276.546 13 show white site short view shower sort diet shirt for shorter sorry eddie
Began 2277.928 377 427 0.03935188 0.1003086
Ended 2277.959 377 427 0.03935188 0.1003086
NextCandidatePanel 2278.021
Began 2278.942 393 440 0.07638891 0.1337448
Stationary 2278.973 393 440 0.07638891 0.1337448
Stationary 2279.004 393 440 0.07638891 0.1337448
Ended 2279.034 393 440 0.07638891 0.1337448
NextCandidatePanel 2279.126
Began 2279.987 445 333 0.1967593 -0.141461
Stationary 2280.018 445 333 0.1967593 -0.141461
Stationary 2280.048 445 333 0.1967593 -0.141461
Moved 2280.079 423.3206 333 0.1465755 -0.141461
Moved 2280.11 399 333 0.09027779 -0.141461
Moved 2280.14 384.2277 333 0.0560827 -0.141461
Moved 2280.171 375.0775 333 0.0349016 -0.141461
Moved 2280.202 370.1426 340 0.02347827 -0.1234569
Ended 2280.232 370 340 0.02314816 -0.1234569
Cancel 2280.294
Began 2281.062 297 408 -0.1458333 0.05144025
Stationary 2281.093 297 408 -0.1458333 0.05144025
Stationary 2281.124 297 408 -0.1458333 0.05144025
Stationary 2281.154 297 408 -0.1458333 0.05144025
Stationary 2281.185 297 408 -0.1458333 0.05144025
Stationary 2281.216 297 408 -0.1458333 0.05144025
Stationary 2281.246 297 408 -0.1458333 0.05144025
Stationary 2281.277 297 408 -0.1458333 0.05144025
Stationary 2281.308 297 408 -0.1458333 0.05144025
Stationary 2281.338 297 408 -0.1458333 0.05144025
Stationary 2281.369 297 408 -0.1458333 0.05144025
Stationary 2281.4 297 408 -0.1458333 0.05144025
Stationary 2281.431 297 408 -0.1458333 0.05144025
Stationary 2281.461 297 408 -0.1458333 0.05144025
Stationary 2281.492 297 408 -0.1458333 0.05144025
Stationary 2281.523 297 408 -0.1458333 0.05144025
Stationary 2281.553 297 408 -0.1458333 0.05144025
Stationary 2281.584 297 408 -0.1458333 0.05144025
Stationary 2281.615 297 408 -0.1458333 0.05144025
Stationary 2281.646 297 408 -0.1458333 0.05144025
Stationary 2281.677 297 408 -0.1458333 0.05144025
Stationary 2281.707 297 408 -0.1458333 0.05144025
Stationary 2281.738 297 408 -0.1458333 0.05144025
Moved 2281.769 317.3777 393.7356 -0.09866263 0.01475197
Moved 2281.799 355.4338 365.3735 -0.01056994 -0.05819587
Moved 2281.83 382.7018 343.6385 0.05255053 -0.1140985
Moved 2281.861 394.8495 334.8629 0.08067013 -0.1366695
Moved 2281.891 400.9125 331.0437 0.09470493 -0.1464925
Moved 2281.922 404.5 328.5 0.1030092 -0.1530351
Moved 2281.953 408.0491 326.9509 0.1112247 -0.1570195
Moved 2281.984 411.6028 327 0.1194508 -0.1568931
Moved 2282.014 418.507 336.6442 0.1354329 -0.132088
Moved 2282.045 426.2568 351.5137 0.1533723 -0.09384351
Moved 2282.076 433.9195 386.5705 0.1711098 -0.003676748
Moved 2282.106 446 443.5 0.199074 0.1427468
Moved 2282.137 450.2757 467.3787 0.2089716 0.2041631
Moved 2282.168 454.3155 489.2084 0.2183229 0.2603097
Moved 2282.199 458.7087 504.9805 0.2284924 0.3008758
Moved 2282.229 461.3929 517.1786 0.2347057 0.3322495
Moved 2282.26 462 524.8759 0.2361111 0.352047
Moved 2282.291 462 528.1943 0.2361111 0.3605821
Moved 2282.322 462 530.7412 0.2361111 0.3671326
Moved 2282.352 462 533.2841 0.2361111 0.3736731
Moved 2282.383 449.7334 534.4222 0.2077161 0.3766003
Moved 2282.414 433.36 536 0.1698148 0.3806583
Moved 2282.445 414.1784 536 0.1254129 0.3806583
Moved 2282.475 380.9643 536 0.04852841 0.3806583
Moved 2282.506 350.6464 522.327 -0.02165178 0.3454913
Moved 2282.537 320.3293 511.1198 -0.09183045 0.316666
Moved 2282.567 300.5 503.5 -0.1377315 0.2970678
Moved 2282.598 285.6721 498.8688 -0.1720553 0.2851564
Moved 2282.629 275.9207 495.4603 -0.194628 0.2763896
Moved 2282.659 267.3531 493.1177 -0.2144605 0.2703643
Moved 2282.69 261.1413 492 -0.2288397 0.2674896
