I will meet you at noon
I will meet you at noon
Basic
List

0.6 0.6
432 388.8
Began 1357.934 517 540 0.3634259 0.3909464
Stationary 1357.964 517 540 0.3634259 0.3909464
Stationary 1357.995 517 540 0.3634259 0.3909464
Stationary 1358.026 517 540 0.3634259 0.3909464
Stationary 1358.057 517 540 0.3634259 0.3909464
Stationary 1358.087 517 540 0.3634259 0.3909464
Stationary 1358.118 517 540 0.3634259 0.3909464
Stationary 1358.149 517 540 0.3634259 0.3909464
Stationary 1358.179 517 540 0.3634259 0.3909464
Stationary 1358.21 517 540 0.3634259 0.3909464
Stationary 1358.241 517 540 0.3634259 0.3909464
Stationary 1358.272 517 540 0.3634259 0.3909464
Stationary 1358.302 517 540 0.3634259 0.3909464
Stationary 1358.333 517 540 0.3634259 0.3909464
Stationary 1358.364 517 540 0.3634259 0.3909464
Stationary 1358.395 517 540 0.3634259 0.3909464
Stationary 1358.425 517 540 0.3634259 0.3909464
Stationary 1358.456 517 540 0.3634259 0.3909464
Stationary 1358.487 517 540 0.3634259 0.3909464
Stationary 1358.517 517 540 0.3634259 0.3909464
Moved 1358.548 506.9286 532.4999 0.3401124 0.3716561
Moved 1358.579 501.9064 532 0.3284871 0.3703703
Moved 1358.61 497.0844 530.0844 0.317325 0.3654432
Moved 1358.64 493.2096 529.2096 0.3083556 0.3631933
Moved 1358.671 490.5 529 0.3020833 0.3626543
Moved 1358.702 487.838 526.838 0.2959213 0.3570935
Moved 1358.733 484.9616 525.9616 0.289263 0.3548394
Moved 1358.763 482.0926 525 0.2826217 0.3523662
Moved 1358.794 478.5439 523.5439 0.2744073 0.3486211
Moved 1358.825 474.6716 521.6716 0.2654436 0.3438056
Moved 1358.855 471.799 520.799 0.258794 0.3415612
Moved 1358.886 467.9243 520 0.2498247 0.3395061
Moved 1358.917 466 519.4094 0.2453704 0.3379871
Moved 1358.948 463.5381 519 0.2396717 0.3369341
Moved 1358.978 462.626 517.626 0.2375603 0.3334002
Moved 1359.009 461.6266 518 0.2352466 0.3343621
Moved 1359.04 460.6747 518 0.2330434 0.3343621
Ended 1359.07 459.7496 518 0.230902 0.3343621
Candidates 1359.162 13 I o you pi ip po up pop pip put iu p u
Began 1359.961 222 476 -0.3194444 0.2263374
Stationary 1359.992 222 476 -0.3194444 0.2263374
Stationary 1360.023 222 476 -0.3194444 0.2263374
