my watch fell in the water
my watch fell in the water
FixStart
Radial

0.6 0.6
432 388.8
Began 1107.938 415 401 0.1273148 0.03343609
Stationary 1107.969 415 401 0.1273148 0.03343609
Moved 1107.999 424.747 382.4714 0.1498774 -0.01421972
Moved 1108.03 444.6452 346.9861 0.1959379 -0.1054884
Moved 1108.061 468.9359 300.7451 0.2521665 -0.224421
Moved 1108.091 491.942 254.6088 0.3054212 -0.3430845
Moved 1108.122 513.9998 215.7504 0.3564809 -0.443029
Moved 1108.153 527.6547 196.403 0.3880895 -0.4927907
Moved 1108.184 537.5909 184.4091 0.41109 -0.5236393
Moved 1108.214 541.6736 179.3264 0.4205407 -0.5367119
Moved 1108.245 542.5 178.5 0.4224537 -0.5388376
Moved 1108.276 532.6891 194.5182 0.3997432 -0.4976384
Moved 1108.306 511.3429 236.3142 0.3503309 -0.3901384
Moved 1108.337 490.9062 289.4628 0.3030236 -0.2534394
Moved 1108.368 474 331 0.2638889 -0.146605
Moved 1108.399 460.0455 367.2907 0.2315869 -0.05326463
Moved 1108.429 450.8304 395.4523 0.2102555 0.01916748
Moved 1108.46 441.1917 415.5528 0.1879437 0.07086616
Moved 1108.491 435.2615 429.4769 0.1742165 0.1066793
Moved 1108.521 430.6417 444.4333 0.1635225 0.1451473
Ended 1108.552 430 449 0.162037 0.156893
Candidates 1108.675 13 mg my ng nj md ny mt mr by nd nt nmt mi
Began 1109.412 386 379 0.06018519 -0.02314815
Moved 1109.443 400.075 397.075 0.09276618 0.02334092
Moved 1109.474 420.7093 420.3275 0.1405308 0.08314689
Moved 1109.504 435.9742 440.9612 0.1758661 0.1362171
Moved 1109.535 443.0342 452.0685 0.1922089 0.1647851
Moved 1109.566 449.7956 459.6934 0.2078602 0.1843965
Ended 1109.597 454 464 0.2175926 0.1954732
Accept 1109.658 1 my
Began 1109.873 439 338 0.1828703 -0.1286009
Stationary 1109.904 439 338 0.1828703 -0.1286009
Stationary 1109.934 439 338 0.1828703 -0.1286009
Moved 1109.965 421.4296 347.2852 0.1421981 -0.1047192
Moved 1109.996 402.5887 359.5618 0.09858488 -0.07314344
Moved 1110.027 383.4826 373.9312 0.05435785 -0.03618523
Moved 1110.057 366.2331 390.7669 0.0144285 0.00711649
Moved 1110.088 353.6811 401.9892 -0.01462708 0.0359804
Moved 1110.119 343.5703 409.5723 -0.03803184 0.05548434
Moved 1110.15 334.5429 414.7286 -0.05892843 0.0687463
Moved 1110.18 327.7876 417.6062 -0.07456576 0.07614756
Moved 1110.211 322.9142 419 -0.08584688 0.07973251
Moved 1110.242 314.052 419 -0.106361 0.07973251
Moved 1110.272 296.9969 398.1393 -0.1458404 0.02607848
Moved 1110.303 280.3604 377.9046 -0.1843508 -0.0259656
Moved 1110.334 268.9062 360.0858 -0.2108654 -0.0717959
Moved 1110.365 261.5429 348.3906 -0.2279099 -0.101876
Moved 1110.395 256.9814 340.9627 -0.2384691 -0.1209807
Moved 1110.426 255.3428 338.3428 -0.2422619 -0.1277192
Moved 1110.457 255 336.5 -0.2430556 -0.1324588
Moved 1110.487 255 336 -0.2430556 -0.1337449
Moved 1110.518 281.7664 353.2847 -0.1810963 -0.08928841
Moved 1110.549 325.2789 386.3898 -0.08037294 -0.004141615
Moved 1110.58 368.7577 415.774 0.02027253 0.07143511
Moved 1110.61 397.1619 433.7746 0.08602292 0.117733
Moved 1110.641 418.4004 447.3716 0.1351861 0.1527048
Moved 1110.672 434.389 456.6334 0.1721967 0.1765261
Moved 1110.702 443.5022 462.7511 0.1932921 0.1922609
Moved 1110.733 448.2431 464.6215 0.2042664 0.1970717
Moved 1110.764 450.0574 465 0.2084662 0.1980452
Moved 1110.795 453.0013 465 0.2152807 0.1980452
Moved 1110.825 446.856 425.5897 0.2010555 0.09668118
Moved 1110.856 433.2569 385.022 0.1695761 -0.007659575
Moved 1110.887 424.1311 351.2346 0.1484515 -0.09456116
Moved 1110.917 415.5034 320.1793 0.1284802 -0.174436
Moved 1110.948 410.9113 298.6894 0.1178501 -0.2297084
Moved 1110.979 408.3259 286.3035 0.1118654 -0.2615651
Moved 1111.01 407 275.2686 0.1087963 -0.2899472
Moved 1111.04 405 264.7759 0.1041667 -0.3169344
Moved 1111.071 402.8225 255.4674 0.09912609 -0.340876
Moved 1111.102 402 247.7357 0.09722222 -0.3607621
Moved 1111.132 402 242.3738 0.09722222 -0.3745531
Moved 1111.163 402 239.5 0.09722222 -0.3819445
Moved 1111.194 402 239 0.09722222 -0.3832304
Moved 1111.225 417.0803 247.0803 0.1321304 -0.3624478
Moved 1111.255 449.3618 282.9222 0.2068561 -0.2702619
Moved 1111.286 473.4589 316.6438 0.2626362 -0.1835294
Moved 1111.317 487.5414 340.8661 0.2952346 -0.121229
Moved 1111.347 496.0306 358.0613 0.3148858 -0.07700288
Moved 1111.378 499 364.7825 0.3217593 -0.05971579
Ended 1111.409 500.3415 367.6829 0.3248645 -0.05225593
Candidates 1111.593 13 watch such hatch search which research arch rating stuff catch featuring stretch eating
Began 1111.993 417 280 0.1319444 -0.2777778
Stationary 1112.023 417 280 0.1319444 -0.2777778
Stationary 1112.054 417 280 0.1319444 -0.2777778
Moved 1112.085 437.4882 291.496 0.1793707 -0.2482099
Moved 1112.115 457.5879 296.7588 0.2258979 -0.234674
Moved 1112.146 480.4832 299 0.2788962 -0.2289095
Moved 1112.177 500.0779 299 0.3242542 -0.2289095
Moved 1112.208 515.532 300 0.3600278 -0.2263375
Moved 1112.238 525.8303 301 0.3838663 -0.2237656
Ended 1112.269 526 301 0.3842592 -0.2237656
Accept 1112.33 0 watch
Began 1112.515 523 277 0.3773148 -0.2854939
Stationary 1112.545 523 277 0.3773148 -0.2854939
Moved 1112.576 501.6063 277 0.3277923 -0.2854939
Moved 1112.607 478.0641 290.484 0.2732964 -0.2508128
Moved 1112.638 452.2231 298.9257 0.2134794 -0.2291007
Moved 1112.668 434.3957 304.0417 0.1722122 -0.215942
Moved 1112.699 421.0295 307.3941 0.1412721 -0.2073197
Moved 1112.73 414.2967 308 0.1256868 -0.2057614
Moved 1112.76 407.4568 309.7716 0.1098536 -0.2012047
Moved 1112.791 401.7205 310.6398 0.09657522 -0.1989719
Moved 1112.822 398.5 311 0.08912037 -0.1980453
Moved 1112.853 396.9658 313.0342 0.08556893 -0.1928134
Moved 1112.883 394.0879 320.6483 0.07890721 -0.1732298
Moved 1112.914 393.2129 340.5096 0.07688175 -0.1221461
Moved 1112.945 393 365.716 0.07638891 -0.0573148
Moved 1112.975 393 388.2714 0.07638891 0.0006980267
Moved 1113.006 393 399.1638 0.07638891 0.02871348
Moved 1113.037 393 405.8357 0.07638891 0.04587357
Moved 1113.068 393 408.4951 0.07638891 0.05271358
Moved 1113.098 393 409.5 0.07638891 0.05529835
Moved 1113.129 410.7027 409 0.1173673 0.05401234
Moved 1113.16 438.071 379.6075 0.18072 -0.02158577
Moved 1113.191 476.9814 344.3488 0.2707903 -0.1122716
Moved 1113.221 510.6671 318.37 0.3487665 -0.1790896
Moved 1113.252 535.7471 298.6453 0.406822 -0.2298218
Moved 1113.283 554.3393 285.4719 0.4498595 -0.263704
Moved 1113.313 571.6753 272.8831 0.4899891 -0.2960826
Moved 1113.344 585.6082 265.0439 0.5222411 -0.3162452
Moved 1113.375 597.5 259 0.5497685 -0.3317901
Moved 1113.406 614.3751 255.925 0.5888312 -0.3396989
Moved 1113.436 631.7327 256 0.6290108 -0.3395062
Moved 1113.467 640.3405 256 0.6489363 -0.3395062
Moved 1113.498 645.4318 256 0.6607218 -0.3395062
Moved 1113.528 650.3282 256 0.672056 -0.3395062
Moved 1113.559 658.1116 265.0372 0.6900733 -0.3162622
Moved 1113.59 668.6506 270.8253 0.714469 -0.3013754
Moved 1113.62 677.4578 274.486 0.7348561 -0.29196
Moved 1113.651 682.7093 278.7093 0.7470123 -0.2810975
Ended 1113.682 686 280 0.7546297 -0.2777778
Candidates 1113.743 13 well sell week feel seek all del wk deal el dark desk geek
Began 1115.003 439 296 0.1828703 -0.2366256
Moved 1115.034 439 282.2401 0.1828703 -0.2720164
Moved 1115.064 455.2509 252.1636 0.2204882 -0.3493735
Moved 1115.095 462.1133 226.9556 0.2363734 -0.414209
Moved 1115.126 467.9713 203.6006 0.2499335 -0.4742784
Moved 1115.156 470.3571 193.2858 0.2554564 -0.5008083
Moved 1115.187 471.2244 186.7756 0.2574639 -0.5175524
Moved 1115.218 471 183.2699 0.2569444 -0.5265692
Moved 1115.249 472 180.3982 0.2592593 -0.5339553
Moved 1115.279 472 178.7719 0.2592593 -0.5381382
Stationary 1115.31 472 179 0.2592593 -0.5375513
Moved 1115.341 472 187.9199 0.2592593 -0.5146093
Moved 1115.371 465.9581 207.7971 0.2452734 -0.4634847
Moved 1115.402 459.3665 228.4349 0.2300149 -0.4104039
Moved 1115.433 456.8926 243.5369 0.2242885 -0.3715615
Moved 1115.464 452.9779 258.1105 0.2152266 -0.3340781
Moved 1115.494 450.1058 271.4709 0.2085782 -0.2997149
Moved 1115.525 447.2324 281.3028 0.2019269 -0.274427
Moved 1115.556 446 287.6855 0.199074 -0.2580107
Moved 1115.586 444 294.4276 0.1944444 -0.2406698
Moved 1115.617 443 298.0992 0.1921296 -0.2312264
Moved 1115.648 442 301.4537 0.1898148 -0.2225985
