the union will go on strike
the union will go on strike
Basic
List

0.6 0.6
432 388.8
Began 1286.76 371 472 0.025463 0.2160493
Stationary 1286.791 371 472 0.025463 0.2160493
Stationary 1286.821 371 472 0.025463 0.2160493
Stationary 1286.852 371 472 0.025463 0.2160493
Stationary 1286.883 371 472 0.025463 0.2160493
Stationary 1286.913 371 472 0.025463 0.2160493
Stationary 1286.944 371 472 0.025463 0.2160493
Stationary 1286.975 371 472 0.025463 0.2160493
Stationary 1287.005 371 472 0.025463 0.2160493
Stationary 1287.036 371 472 0.025463 0.2160493
Stationary 1287.067 371 472 0.025463 0.2160493
Stationary 1287.098 371 472 0.025463 0.2160493
Stationary 1287.128 371 472 0.025463 0.2160493
Stationary 1287.159 371 472 0.025463 0.2160493
Stationary 1287.19 371 472 0.025463 0.2160493
Moved 1287.221 360.5175 484.7238 0.001197855 0.248775
Moved 1287.251 354.6534 492.4621 -0.01237636 0.2686781
Moved 1287.282 350.0302 500.9547 -0.02307812 0.2905212
Moved 1287.313 345.4751 506.0498 -0.03362248 0.3036259
Moved 1287.343 341.1805 511.8195 -0.04356379 0.3184658
Moved 1287.374 337.4466 516.5534 -0.05220686 0.3306415
Moved 1287.405 334.8534 520.2933 -0.0582098 0.3402604
Moved 1287.436 330.6967 523.6517 -0.06783182 0.3488982
Moved 1287.466 326.4787 526.5213 -0.07759567 0.356279
Moved 1287.497 323.6012 529.3988 -0.08425649 0.3636799
Moved 1287.528 321.0568 530.9432 -0.09014636 0.3676522
Moved 1287.558 318.5 533.5 -0.0960648 0.3742283
Moved 1287.589 317 534.673 -0.09953702 0.3772454
Moved 1287.62 316 536.5 -0.1018519 0.3819444
Moved 1287.651 315 537.0624 -0.1041667 0.3833908
Stationary 1287.681 315 537 -0.1041667 0.3832304
Moved 1287.712 320.628 530.568 -0.09113892 0.3666872
Moved 1287.743 332 515.5 -0.06481484 0.327932
Moved 1287.773 346.2039 495.5552 -0.03193532 0.2766337
Moved 1287.804 358.4477 478.3284 -0.003593216 0.2323261
Moved 1287.835 368.9769 461.0386 0.02077977 0.1878564
Moved 1287.866 379.1125 448.3594 0.04424185 0.1552455
Moved 1287.896 389.1591 435.4545 0.06749789 0.1220537
Moved 1287.927 400.0504 419.1619 0.09270917 0.08014879
Moved 1287.958 407.283 405.2924 0.1094514 0.04447638
Moved 1287.988 412.2716 394.8209 0.1209991 0.01754349
Moved 1288.019 418.9952 380.512 0.1365629 -0.01925935
Moved 1288.05 422.3749 368.5005 0.1443863 -0.05015314
Moved 1288.081 424.9362 361.1276 0.1503153 -0.06911626
Moved 1288.111 426 355.4184 0.1527777 -0.08380049
Moved 1288.142 427 351.6785 0.1550926 -0.09341966
Moved 1288.173 427 348.5 0.1550926 -0.1015947
Moved 1288.203 428.0512 345.9487 0.157526 -0.1081566
Moved 1288.234 428 345 0.1574074 -0.1105968
Stationary 1288.265 428 345 0.1574074 -0.1105968
Moved 1288.296 417.5 345 0.1331019 -0.1105968
Moved 1288.326 407.7937 358.965 0.1106336 -0.07467843
Moved 1288.357 391.3767 375.7479 0.07263134 -0.03151262
