a picture is worth many words
a picture is worth many words
Basic
List

0.6 0.6
432 388.8
Began 3261.725 242 366 -0.2731481 -0.05658444
Stationary 3261.756 242 366 -0.2731481 -0.05658444
Moved 3261.787 261.5329 366 -0.227933 -0.05658444
Moved 3261.817 278.5 366 -0.1886574 -0.05658444
Moved 3261.848 294.3766 366 -0.1519059 -0.05658444
Moved 3261.879 306.2272 360.3525 -0.1244741 -0.07110996
Moved 3261.91 313.6523 358.4492 -0.1072865 -0.07600517
Moved 3261.94 319.9757 357.0121 -0.09264891 -0.07970135
Moved 3261.971 325.4597 356 -0.07995427 -0.0823046
Moved 3262.002 328.4759 355 -0.07297253 -0.08487654
Moved 3262.032 331.2226 355 -0.06661431 -0.08487654
Moved 3262.063 334.9602 355 -0.05796248 -0.08487654
Stationary 3262.094 335 355 -0.05787035 -0.08487654
Stationary 3262.125 335 355 -0.05787035 -0.08487654
Moved 3262.156 324.9027 363.2614 -0.08124367 -0.06362813
Moved 3262.186 307.4331 372.4668 -0.1216826 -0.03995173
Moved 3262.217 278.8029 381.3591 -0.1879562 -0.0170805
Moved 3262.248 254.2372 385.7251 -0.2448214 -0.005851125
Moved 3262.278 235.5 388.5 -0.2881945 0.00128589
Moved 3262.309 224.8253 391.0436 -0.3129043 0.007828174
Moved 3262.34 215.6231 392 -0.3342058 0.01028803
Moved 3262.371 208.3937 392 -0.3509404 0.01028803
Moved 3262.401 205.1796 392 -0.3583806 0.01028803
Moved 3262.432 198.3192 392 -0.3742612 0.01028803
Moved 3262.463 196.9476 392 -0.377436 0.01028803
Moved 3262.493 194.8248 393 -0.38235 0.01285996
Stationary 3262.524 194.8248 393 -0.38235 0.01285996
Moved 3262.555 194 394.1791 -0.3842593 0.01589265
Moved 3262.586 194 395.108 -0.3842593 0.01828174
Moved 3262.616 194 396.3566 -0.3842593 0.02149331
Moved 3262.647 194 398.2542 -0.3842593 0.0263738
Moved 3262.678 204.9976 399.9988 -0.358802 0.03086102
Moved 3262.709 211.5007 401.7503 -0.3437485 0.03536593
Moved 3262.74 216.9845 403.4922 -0.3310544 0.03984628
Moved 3262.77 219.9499 404 -0.3241901 0.04115226
Ended 3262.801 223 405 -0.3171296 0.04372424
Candidates 3262.924 13 d has ga gas fda s faa da ha had shaw share f
Began 3264.768 29 342 -0.7662036 -0.1183128
Stationary 3264.799 29 342 -0.7662036 -0.1183128
Stationary 3264.829 29 342 -0.7662036 -0.1183128
Ended 3264.86 29 342 -0.7662036 -0.1183128
Accept 3264.921 0 d
Delete 3264.921 LeftSwipe
Began 3265.813 105 370 -0.5902778 -0.04629637
Stationary 3265.843 105 370 -0.5902778 -0.04629637
Stationary 3265.874 105 370 -0.5902778 -0.04629637
Stationary 3265.905 105 370 -0.5902778 -0.04629637
Stationary 3265.936 105 370 -0.5902778 -0.04629637
Moved 3265.966 116.1857 370 -0.5643849 -0.04629637
Moved 3265.997 126.1232 370 -0.5413815 -0.04629637
Moved 3266.028 134.3615 370 -0.5223113 -0.04629637
Moved 3266.059 142.762 370 -0.5028658 -0.04629637
Moved 3266.089 149.3577 370 -0.487598 -0.04629637
Moved 3266.12 154.8851 370 -0.4748029 -0.04629637
Moved 3266.151 159.7151 370 -0.4636225 -0.04629637
Moved 3266.181 166.2343 370 -0.4485317 -0.04629637
Moved 3266.212 172.7576 370 -0.4334314 -0.04629637
Moved 3266.243 178.237 370 -0.4207477 -0.04629637
Moved 3266.274 180.594 370 -0.4152916 -0.04629637
Moved 3266.304 183.3468 370 -0.4089194 -0.04629637
Moved 3266.335 185.5 370 -0.4039352 -0.04629637
Moved 3266.366 186.2405 370 -0.4022211 -0.04629637
Moved 3266.396 188.1529 370 -0.3977942 -0.04629637
Moved 3266.427 189.0237 370 -0.3957784 -0.04629637
Stationary 3266.458 189.0237 370 -0.3957784 -0.04629637
Moved 3266.489 190.2396 370 -0.3929638 -0.04629637
Ended 3266.52 190 370 -0.3935185 -0.04629637
Candidates 3266.612 13 a as sa ass add s was ad sad da ads dad fax
Began 3267.534 421 392 0.1412037 0.01028803
Moved 3267.564 438.9514 392 0.1827579 0.01028803
Moved 3267.595 479.7023 410.8884 0.2770886 0.05886922
Moved 3267.626 512.5 419.5 0.3530093 0.08101848
Moved 3267.656 536.4938 425.332 0.4085504 0.09601831
Moved 3267.687 554.1465 429.6586 0.4494133 0.1071466
Moved 3267.718 567.6907 431.5636 0.4807656 0.1120462
Moved 3267.749 575.926 432 0.4998286 0.1131687
Moved 3267.78 584.8464 435.4232 0.5204777 0.1219731
Moved 3267.81 592.9345 438.4673 0.5392002 0.1298026
Moved 3267.841 597.2127 441.2127 0.5491034 0.1368638
Moved 3267.872 598.6689 442.6689 0.5524743 0.1406092
Moved 3267.902 600.2126 444.2126 0.5560477 0.1445796
Moved 3267.933 600 449.1697 0.5555555 0.1573295
Moved 3267.964 600 454.8375 0.5555555 0.171907
Moved 3267.995 600 462.3668 0.5555555 0.1912725
Moved 3268.025 578.3954 485.9069 0.505545 0.251818
Moved 3268.056 566.648 499.514 0.4783519 0.2868159
Moved 3268.087 554 506.5 0.4490741 0.3047839
Moved 3268.117 543.0463 510.9814 0.4237184 0.3163102
Moved 3268.148 527.7859 513 0.3883933 0.321502
Moved 3268.179 511.0378 513 0.3496245 0.321502
Moved 3268.21 490.4934 503.6987 0.3020682 0.2975788
Moved 3268.24 474.6989 503 0.2655067 0.2957818
Moved 3268.271 461.7112 503 0.2354425 0.2957818
Moved 3268.302 456.1938 503 0.2226707 0.2957818
Moved 3268.333 450.7641 503 0.210102 0.2957818
Moved 3268.363 445.238 503 0.1973102 0.2957818
Moved 3268.394 441.7202 503 0.1891673 0.2957818
Moved 3268.425 439.1035 503 0.1831099 0.2957818
Moved 3268.456 436.712 503 0.1775741 0.2957818
Moved 3268.486 427.9205 487.8145 0.1572233 0.2567243
Moved 3268.517 416.0766 456.1531 0.1298069 0.1752909
Moved 3268.548 400.5 416 0.09374996 0.07201634
Moved 3268.579 384.2873 385.4926 0.0562207 -0.006449271
Moved 3268.609 367.8687 357.6161 0.01821458 -0.07814775
Moved 3268.64 353.1805 337.4528 -0.01578579 -0.1300083
Moved 3268.671 337.9916 320.1569 -0.05094533 -0.1744937
Moved 3268.701 325.4543 304.9391 -0.07996687 -0.2136341
Moved 3268.732 316.0037 294.0037 -0.1018434 -0.2417601
Moved 3268.763 306.9896 284.9896 -0.1227092 -0.2649444
Moved 3268.794 300.9725 277.9725 -0.1366377 -0.2829926
Moved 3268.824 293.6053 270.6053 -0.1536915 -0.3019412
Moved 3268.855 289.0482 266.0482 -0.1642404 -0.3136621
